,gen,gene_name,description,te_family_suzukii,te_class_suzukii
1568,CR44572,lncrna:cr44572,long non-coding,nf_10_TIR_1,DNA/DNA
1569,CG44569,cg44569,,nf_47_GYPSY_1,LTR/GYPSY
1570,CR30520,trna:lys-ctt-1-11,,nf_10_TIR_1,DNA/DNA
1571,CR33399,5srrna:cr33399,,nf_280_TIR_1,DNA/DNA
1572,CR33398,5srrna:cr33398,,nf_280_TIR_1,DNA/DNA
1573,CR33390,5srrna:cr33390,,nf_378_TIR_1,DNA/DNA
1574,CR33408,5srrna:cr33408,,nf_378_TIR_1,DNA/DNA
1575,CR33377,5srrna:cr33377,,nf_378_TIR_1,DNA/DNA
1576,CR33380,5srrna:cr33380,,nf_378_TIR_1,DNA/DNA
1577,CR33376,5srrna:cr33376,,nf_378_TIR_1,DNA/DNA
1578,CR33373,5srrna:cr33373,,nf_378_TIR_1,DNA/DNA
1579,CR33370,5srrna:cr33370,,nf_378_TIR_1,DNA/DNA
1580,CR33369,5srrna:cr33369,,nf_378_TIR_1,DNA/DNA
1581,CR33374,5srrna:cr33374,,nf_378_TIR_1,DNA/DNA
1582,CR33368,5srrna:cr33368,,nf_378_TIR_1,DNA/DNA
1583,CR30238,trna:glu-ttc-1-1,,nf_378_TIR_1,DNA/DNA
1584,CR30297,trna:ile-aat-1-2,,nf_378_TIR_1,DNA/DNA
1585,CG30128,obp56c,Odorant-binding protein,nf_10_TIR_1,DNA/DNA
1586,CG30129,obp56b,Odorant-binding protein,nf_10_TIR_1,DNA/DNA
1587,CG11797,obp56a,Odorant-binding protein,nf_10_TIR_1,DNA/DNA
1588,CR44506,lncrna:cr44506,long non-coding,nf_10_TIR_1,DNA/DNA
1589,CG15128,cg15128,,nf_10_TIR_1,DNA/DNA
1590,CR44505,lncrna:cr44505,long non-coding,nf_239_TIR_1,DNA/DNA
1591,CR44213,lncrna:cr44213,long non-coding,nf_381_TIR_1,DNA/DNA
1592,CG15905,cg15905,,nf_381_TIR_1,DNA/DNA
1593,CG43277,cg43277,,nf_381_TIR_1,DNA/DNA
1594,CR43500,mir-4983,mir-4983 stem,nf_381_TIR_1,DNA/DNA
1595,CG18367,cg18367,,nf_381_TIR_1,DNA/DNA
1596,CG42753,cg42753,,nf_381_TIR_1,DNA/DNA
1597,CR44503,lncrna:cr44503,long non-coding,nf_381_TIR_1,DNA/DNA
1598,CG9218,sm,,nf_381_TIR_1,DNA/DNA
1599,CG15904,ir56d,Ionotropic receptor,nf_23_HELITRON_1,DNA/RC
1600,CG15122,ir56c,Ionotropic receptor,nf_23_HELITRON_1,DNA/RC
1601,CG15121,ir56b,Ionotropic receptor,nf_23_HELITRON_1,DNA/RC
1602,CR30252,trna:his-gtg-1-4,,nf_23_HELITRON_1,DNA/RC
1603,CR44472,lncrna:cr44472,long non-coding,nf_85_I_1,LINE/I
1604,CG11007,cg11007,,nf_85_I_1,LINE/I
1605,CG16926,cg16926,,nf_85_I_1,LINE/I
1606,CG8201,par-1,,nf_69_LINE_1,LINE/R1
1607,CG7753,mei-w68,meiotic,nf_69_LINE_1,LINE/R1
1608,CG7744,cg7744,,nf_69_LINE_1,LINE/R1
1609,CG9277,betatub56d,beta-Tubulin at,nf_360_HELITRON_1,DNA/RC
1610,CG9291,eloc,Elongin,nf_360_HELITRON_1,DNA/RC
1611,CG7735,arl6,ADP ribosylation factor-like,nf_360_HELITRON_1,DNA/RC
1612,CG7726,rpl11,Ribosomal protein,nf_360_HELITRON_1,DNA/RC
1613,CR34546,snorna:psi28s-2444,,nf_360_HELITRON_1,DNA/RC
1614,CG7626,spt5,,nf_360_HELITRON_1,DNA/RC
1615,CG10023,fak,Focal adhesion,nf_360_HELITRON_1,DNA/RC
1616,CG43443,hts,hu li tai,nf_65_GYPSY_1,LTR/GYPSY
1617,CR30225,trna:val-aac-2-1,,nf_65_GYPSY_1,LTR/GYPSY
1618,CR30326,trna:val-aac-2-2,,nf_65_GYPSY_1,LTR/GYPSY
1619,CR30224,trna:ser-cga-1-4,,nf_65_GYPSY_1,LTR/GYPSY
1620,CR43579,snorna:hts-a,,nf_65_GYPSY_1,LTR/GYPSY
1621,CG10081,cg10081,,Gypsy-30_DWil-I_1,LTR/GYPSY
1622,CG10073,cg10073,,Gypsy-30_DWil-I_1,LTR/GYPSY
1623,CG10062,cg10062,,nf_381_TIR_1,DNA/DNA
1624,CG9416,cg9416,,nf_381_TIR_1,DNA/DNA
1625,CG10051,cg10051,,nf_253_TIR_1,DNA/DNA
1626,CG11961,cg11961,,nf_253_TIR_1,DNA/DNA
1627,CG44011,rgk1,Rad%2C Gem/Kir family member,nf_23_HELITRON_1,DNA/RC
1628,CG9975,fest,,nf_23_HELITRON_1,DNA/RC
1629,CG34045,cg34045,,nf_159_LINE_1,LINE/JOCKEY
1630,CG5625,vps35,Vacuolar protein sorting,nf_220_COPIA_1,LTR/COPIA
1631,CG3074,swim,Secreted Wg-interacting,nf_220_COPIA_1,LTR/COPIA
1632,CR34656,snorna:me18s-c1968,,nf_23_HELITRON_1,DNA/RC
1633,CR45376,asrna:cr45376,antisense,nf_23_HELITRON_1,DNA/RC
1634,CG5709,ari-2,ariadne,nf_23_HELITRON_1,DNA/RC
1635,CG30278,cg30278,,nf_23_HELITRON_1,DNA/RC
1636,CG30277,oatp58da,Organic anion transporting polypeptide,nf_23_HELITRON_1,DNA/RC
1637,CG3382,oatp58db,Organic anion transporting polypeptide,nf_23_HELITRON_1,DNA/RC
1638,CG3380,oatp58dc,Organic anion transporting polypeptide,nf_23_HELITRON_1,DNA/RC
1639,CR44755,lncrna:cr44755,long non-coding,nf_280_TIR_1,DNA/DNA
1640,CG5799,dve,defective,nf_11_MAVERICK_1,DNA/Maverick
1641,CR43422,lncrna:cr43422,long non-coding,nf_360_HELITRON_1,DNA/RC
1642,CG5819,cg5819,,nf_360_HELITRON_1,DNA/RC
1643,CG3413,wdp,,nf_360_HELITRON_1,DNA/RC
1644,CR44758,lncrna:cr44758,long non-coding,nf_23_HELITRON_1,DNA/RC
1645,CG5820,gp150,,nf_23_HELITRON_1,DNA/RC
1646,CR44756,lncrna:cr44756,long non-coding,nf_23_HELITRON_1,DNA/RC
1647,CG3425,t3dh,Type III alcohol,nf_292_LTR_1,LTR/LTR
1648,CG32885,pgc,polar granule,nf_292_LTR_1,LTR/LTR
1649,CG34208,cg34208,,nf_292_LTR_1,LTR/LTR
1650,CR44759,lncrna:cr44759,long non-coding,nf_10_TIR_1,DNA/DNA
1651,CG10955,rtf1,,nf_10_TIR_1,DNA/DNA
1652,CR45327,lncrna:cr45327,long non-coding,nf_10_TIR_1,DNA/DNA
1653,CG10382,wrapper,,nf_253_TIR_1,DNA/DNA
1654,CG13506,cg13506,,nf_23_HELITRON_1,DNA/RC
1655,CG3624,babos,,nf_23_HELITRON_1,DNA/RC
1656,CG6044,cg6044,,nf_23_HELITRON_1,DNA/RC
1657,CG3584,qkr58e-3,quaking related,nf_378_TIR_1,DNA/DNA
1658,CG11301,pole4,DNA polymerase epsilon subunit,nf_378_TIR_1,DNA/DNA
1659,CG3613,qkr58e-1,quaking related,nf_378_TIR_1,DNA/DNA
1660,CG45063,cg45063,,BEL-4_DEl-I,LTR/BELPAO
1661,CG4752,cg4752,,BEL-4_DEl-I,LTR/BELPAO
1662,CG4554,cg4554,,BEL-4_DEl-I,LTR/BELPAO
1663,CG42640,ppo3,Prophenoloxidase,nf_23_HELITRON_1,DNA/RC
1664,CG4610,cg4610,,nf_23_HELITRON_1,DNA/RC
1665,CG4269,cg4269,,nf_26_COPIA_1,LTR/COPIA
1666,CG4294,cg4294,,nf_26_COPIA_1,LTR/COPIA
1667,CG4046,rps16,Ribosomal protein,nf_85_I_1,LINE/I
1668,CR34559,snorna:psi28s-1175b,,nf_85_I_1,LINE/I
1669,CR34558,snorna:psi28s-1175a,,nf_85_I_1,LINE/I
1670,CR34560,snorna:psi28s-1175c,,nf_85_I_1,LINE/I
1671,CR34561,snorna:or-aca1,,nf_85_I_1,LINE/I
1672,CG4071,vps20,Vacuolar protein sorting,nf_85_I_1,LINE/I
1673,CG4329,tous,testes of unusual,nf_85_I_1,LINE/I
1674,CG33143,cg33143,,nf_85_I_1,LINE/I
1675,CG17807,cg17807,,nf_280_TIR_1,DNA/DNA
1676,CG5179,cdk9,Cyclin-dependent kinase,nf_280_TIR_1,DNA/DNA
1677,CG4207,bonsai,,nf_280_TIR_1,DNA/DNA
1678,CG3732,cg3732,,nf_280_TIR_1,DNA/DNA
1679,CG4250,cg4250,,nf_47_GYPSY_1,LTR/GYPSY
1680,CG30269,cg30269,dicistronic,nf_360_HELITRON_1,DNA/RC
1681,CG30273,cg30273,dicistronic,nf_360_HELITRON_1,DNA/RC
1682,CG13516,cg13516,,nf_360_HELITRON_1,DNA/RC
1683,CG12190,rybp,Ring and YY1 Binding,nf_360_HELITRON_1,DNA/RC
1684,CR44761,lncrna:cr44761,long non-coding,nf_47_GYPSY_1,LTR/GYPSY
1685,CG9952,ppa,Partner of,nf_378_TIR_1,DNA/DNA
1686,CG13521,robo1,roundabout,nf_23_HELITRON_1,DNA/RC
1687,CG30259,cg30259,,nf_23_HELITRON_1,DNA/RC
1688,CG13517,obp59a,Odorant-binding protein,nf_23_HELITRON_1,DNA/RC
1689,CG13524,obp58c,Odorant-binding protein,nf_23_HELITRON_1,DNA/RC
1690,CG13519,obp58d,Odorant-binding protein,nf_23_HELITRON_1,DNA/RC
1691,CR43735,asrna:cr43735,antisense,nf_23_HELITRON_1,DNA/RC
1692,CG30275,cg30275,,nf_23_HELITRON_1,DNA/RC
1693,CG30092,jbug,,nf_381_TIR_1,DNA/DNA
1694,CR30267,asrna:cr30267,antisense,nf_381_TIR_1,DNA/DNA
1695,CG3612,blw,,nf_360_HELITRON_1,DNA/RC
1696,CG30272,mfs1,Major Facilitator Superfamily Transporter,nf_23_HELITRON_1,DNA/RC
1697,CG3504,inad,inactivation no afterpotential,nf_143_GYPSY_2,LTR/GYPSY
1698,CG4084,alg3,ALG3%2C alpha-1%2C3-,nf_381_TIR_1,DNA/DNA
1699,CG5504,cg5504,,nf_381_TIR_1,DNA/DNA
1700,CR45326,asrna:cr45326,antisense,nf_381_TIR_1,DNA/DNA
1701,CG11299,sesn,,nf_381_TIR_1,DNA/DNA
1702,CG46429,cg46429,dicistronic,nf_381_TIR_1,DNA/DNA
1703,CG18128,cg18128,,nf_381_TIR_1,DNA/DNA
1704,CR45325,lncrna:cr45325,long non-coding,nf_381_TIR_1,DNA/DNA
1705,CR43528,mir-4979,mir-4979 stem,nf_85_I_1,LINE/I
1706,CG4051,egl,,nf_85_I_1,LINE/I
1707,CG5532,cg5532,,nf_341_HELITRON_1,DNA/RC
1708,CG9850,sona,sol,nf_341_HELITRON_1,DNA/RC
1709,CG30177,cg30177,,nf_23_HELITRON_1,DNA/RC
1710,CG13561,cg13561,,nf_23_HELITRON_1,DNA/RC
1711,CG5539,cg5539,,nf_23_HELITRON_1,DNA/RC
1712,CG4817,ssrp,Structure specific recognition,nf_23_HELITRON_1,DNA/RC
1713,CG4763,cg4763,,nf_381_TIR_1,DNA/DNA
1714,CG5549,glyt,Glycine,nf_381_TIR_1,DNA/DNA
1715,CR33913,snorna:psi18s-176,,nf_10_TIR_1,DNA/DNA
1716,CG11183,dcp1,Decapping protein,Gypsy-30_DWil-I_1,LTR/GYPSY
1717,CG11807,cg11807,,nf_138_GYPSY_1,LTR/GYPSY
1718,CG42391,cg42391,,nf_138_GYPSY_1,LTR/GYPSY
1719,CG8090,gphr,Golgi pH,nf_138_GYPSY_1,LTR/GYPSY
1720,CG43829,cg43829,,nf_138_GYPSY_1,LTR/GYPSY
1721,CG18285,igl,,nf_138_GYPSY_1,LTR/GYPSY
1722,CR43831,lncrna:cr43831,long non-coding,nf_23_HELITRON_1,DNA/RC
1723,CG7544,cg7544,,nf_23_HELITRON_1,DNA/RC
1724,CG8089,cg8089,,nf_23_HELITRON_1,DNA/RC
1725,CG9450,tud,,nf_304_TIR_1,DNA/HAT
1726,CG44244,gyg,,BEL-4_DEl-I,LTR/BELPAO
1727,CG34397,rgk3,Rad%2C Gem/Kir family member,nf_381_TIR_1,DNA/DNA
1728,CG30391,cg30391,,nf_143_GYPSY_2,LTR/GYPSY
1729,CG42672,arms,Ankyrin repeat-rich membrane,nf_119_I_1,LINE/I
1730,CR45149,asrna:cr45149,antisense,nf_119_I_1,LINE/I
1731,CG9754,panx,,nf_119_I_1,LINE/I
1732,CG9485,cg9485,,nf_119_I_1,LINE/I
1733,CG33655,cg33655,,nf_119_I_1,LINE/I
1734,CG30394,cg30394,,nf_119_I_1,LINE/I
1735,CG9696,dom,,nf_119_I_1,LINE/I
1736,CR34547,snorna:psi28s-3316a,,nf_369_LTR_1,LTR/LTR
1737,CR34548,snorna:psi28s-3316b,,nf_369_LTR_1,LTR/LTR
1738,CR33765,snorna:psi18s-841a,,nf_369_LTR_1,LTR/LTR
1739,CR34653,snorna:me28s-a2589b,,nf_369_LTR_1,LTR/LTR
1740,CR34549,snorna:psi28s-3378,,nf_369_LTR_1,LTR/LTR
1741,CR34554,snorna:psi28s-3316e,,nf_369_LTR_1,LTR/LTR
1742,CR34555,snorna:psi18s-841d,,nf_369_LTR_1,LTR/LTR
1743,CR34654,snorna:me28s-a2589c,,nf_369_LTR_1,LTR/LTR
1744,CG15671,cv-2,crossveinless,nf_143_GYPSY_2,LTR/GYPSY
1745,CG10795,bisc,,nf_143_GYPSY_2,LTR/GYPSY
1746,CG9841,eefsec,eukaryotic translation elongation factor%2C,nf_143_GYPSY_2,LTR/GYPSY
1747,CG9707,acox57d-p,acyl-Coenzyme A oxidase at 57D,nf_143_GYPSY_2,LTR/GYPSY
1748,CG10497,sdc,,nf_10_TIR_1,DNA/DNA
1749,CG9847,fkbp14,FK506-binding protein,nf_23_HELITRON_1,DNA/RC
1750,CG10496,taf1c-like,TATA box-binding protein-associated factor RNA polymerase I subunit,nf_23_HELITRON_1,DNA/RC
1751,CG15669,mesk2,Misexpression suppressor of KSR,BEL-2_DBi-I,LTR/BELPAO
1752,CG10494,cg10494,,nf_143_GYPSY_2,LTR/GYPSY
1753,CG10079,egfr,Epidermal growth factor,nf_143_GYPSY_2,LTR/GYPSY
1754,CG30222,cg30222,,nf_365_TIR_1,DNA/TC1MARINER
1755,CR45150,lncrna:cr45150,long non-coding,nf_86_I_1,LINE/I
1756,CG10433,cg10433,,nf_86_I_1,LINE/I
1757,CR43243,asrna:cr43243,antisense,nf_86_I_1,LINE/I
1758,CG15673,cg15673,,nf_253_TIR_1,DNA/DNA
1759,CG18870,cg18870,,nf_253_TIR_1,DNA/DNA
1760,CG4545,sert,Serotonin,nf_26_COPIA_1,LTR/COPIA
1761,CG3416,rpn8,Regulatory particle non-ATPase,nf_26_COPIA_1,LTR/COPIA
1762,CG4527,slik,Sterile20-like,nf_26_COPIA_1,LTR/COPIA
1763,CR44813,lncrna:cr44813,long non-coding,nf_381_TIR_1,DNA/DNA
1764,CG4356,machr-a,muscarinic Acetylcholine Receptor%2C,nf_381_TIR_1,DNA/DNA
1765,CG13578,cg13578,,nf_381_TIR_1,DNA/DNA
1766,CR33537,trna:asn-gtt-1-9,,nf_86_I_1,LINE/I
1767,CG3394,fatp3,Fatty acid transport protein,nf_85_I_1,LINE/I
1768,CG3385,nvy,,nf_85_I_1,LINE/I
1769,CG13575,cg13575,,nf_23_HELITRON_1,DNA/RC
1770,CG30418,nord,,nf_23_HELITRON_1,DNA/RC
1771,CG13576,ir60a,Ionotropic receptor,nf_23_HELITRON_1,DNA/RC
1772,CR44827,lncrna:cr44827,long non-coding,nf_23_HELITRON_1,DNA/RC
1773,CG30419,cg30419,,nf_253_TIR_1,DNA/DNA
1774,CG3257,cg3257,,nf_185_TIR_2,DNA/DNA
1775,CG3253,cg3253,,nf_185_TIR_2,DNA/DNA
1776,CG4049,cg4049,,nf_185_TIR_2,DNA/DNA
1777,CG16786,cg16786,,nf_360_HELITRON_1,DNA/RC
1778,CG10339,cg10339,,nf_360_HELITRON_1,DNA/RC
1779,CG42309,mlp60a,Muscle LIM protein at,nf_360_HELITRON_1,DNA/RC
1780,CG3209,gpat4,Glycerol-3-phosphate acyltransferase,nf_360_HELITRON_1,DNA/RC
1781,CG4005,yki,,nf_360_HELITRON_1,DNA/RC
1782,CG3204,rap2l,Ras-associated protein,nf_365_TIR_1,DNA/TC1MARINER
1783,CG3997,rpl39,Ribosomal protein,nf_365_TIR_1,DNA/TC1MARINER
1784,CG3195,rpl12,Ribosomal protein,nf_365_TIR_1,DNA/TC1MARINER
1785,CG3186,eef5,eukaryotic translation elongation factor,nf_365_TIR_1,DNA/TC1MARINER
1786,CG13563,cg13563,,nf_365_TIR_1,DNA/TC1MARINER
1787,CG3988,gammasnap1,gamma Soluble NSF attachment protein,nf_365_TIR_1,DNA/TC1MARINER
1788,CG3860,cg3860,,nf_360_HELITRON_1,DNA/RC
1789,CG3105,pask,PAS,nf_360_HELITRON_1,DNA/RC
1790,CG3832,phm,Peptidylglycine-alpha-hydroxylating,nf_360_HELITRON_1,DNA/RC
1791,CG30178,cg30178,,nf_360_HELITRON_1,DNA/RC
1792,CG3090,sox14,Sox box protein,nf_360_HELITRON_1,DNA/RC
1793,CG2987,alpha-catr,alpha-catenin,nf_355_TIR_1,DNA/DNA
1794,CG16787,cg16787,,nf_355_TIR_1,DNA/DNA
1795,CG2980,thoc5,,nf_355_TIR_1,DNA/DNA
1796,CG3803,cg3803,,nf_355_TIR_1,DNA/DNA
1797,CG2970,stoml2,Stomatin like,nf_355_TIR_1,DNA/DNA
1798,CG16783,fzr2,fizzy-related,nf_355_TIR_1,DNA/DNA
1799,CG13565,orcokinin,,nf_355_TIR_1,DNA/DNA
1800,CG2835,galphas,G protein alpha subunit,nf_355_TIR_1,DNA/DNA
1801,CG2827,taldo,,nf_355_TIR_1,DNA/DNA
1802,CG3735,cg3735,,nf_322_TIR_1,DNA/CMC
1803,CR44370,asrna:cr44370,antisense,nf_10_TIR_1,DNA/DNA
1804,CG33466,fs,,nf_10_TIR_1,DNA/DNA
1805,CG8095,scb,,nf_10_TIR_1,DNA/DNA
1806,CG16827,itgaps4,Integrin alphaPS4,nf_23_HELITRON_1,DNA/RC
1807,CR44241,lncrna:cr44241,long non-coding,nf_294_TIR_1,DNA/DNA
1808,CG8102,nd-51l2,NADH dehydrogenase (ubiquinone) 51 kDa subunit-like,nf_294_TIR_1,DNA/DNA
1809,CG8156,arf6,ADP ribosylation factor,nf_360_HELITRON_1,DNA/RC
1810,CR45020,lncrna:cr45020,long non-coding,nf_10_TIR_1,DNA/DNA
1811,CG8175,mtk,,nf_10_TIR_1,DNA/DNA
1812,CG12960,ir52a,Ionotropic receptor,nf_143_GYPSY_2,LTR/GYPSY
1813,CG30468,ir52c,Ionotropic receptor,nf_143_GYPSY_2,LTR/GYPSY
1814,CG30464,ir52d,Ionotropic receptor,nf_23_HELITRON_1,DNA/RC
1815,CG8182,pgant1,Polypeptide N-Acetylgalactosaminyltransferase,nf_20_GYPSY_1,LTR/GYPSY
1816,CG8183,khc-73,Kinesin heavy chain,nf_119_I_1,LINE/I
1817,CG30471,cg30471,,Polinton-1_DBi_2,DNA/Maverick
1818,CG30467,cg30467,,nf_328_P_1,DNA/P
1819,CG8187,cg8187,,nf_328_P_1,DNA/P
1820,CG8186,vha36-1,Vacuolar H[+] ATPase 36kD subunit,nf_328_P_1,DNA/P
1821,CG8192,cg8192,,nf_105_PIFHARBINGER_1,DNA/PIFHARBINGER
1822,CG12963,cg12963,,nf_105_PIFHARBINGER_1,DNA/PIFHARBINGER
1823,CG8203,cdk5,Cyclin-dependent kinase,nf_10_TIR_1,DNA/DNA
1824,CG8204,cg8204,,nf_10_TIR_1,DNA/DNA
1825,CG42524,cg42524,,nf_10_TIR_1,DNA/DNA
1826,CG8205,fus,,nf_10_TIR_1,DNA/DNA
1827,CR45143,asrna:cr45143,antisense,nf_10_TIR_1,DNA/DNA
1828,CG8207,gmppa,GDP-mannose pyrophosphorylase,nf_10_TIR_1,DNA/DNA
1829,CG8210,vha14-1,Vacuolar H[+] ATPase 14kD subunit,nf_10_TIR_1,DNA/DNA
1830,CG30083,cg30083,,nf_381_TIR_1,DNA/DNA
1831,CG30084,zasp52,Z band alternatively spliced PDZ-motif protein,nf_360_HELITRON_1,DNA/RC
1832,CG8246,poxn,Pox,Gypsy-30_DWil-I_1,LTR/GYPSY
1833,CG43758,sli,,nf_26_COPIA_1,LTR/COPIA
1834,CG8291,bdg,,nf_119_I_1,LINE/I
1835,CG8293,diap2,Death-associated inhibitor of apoptosis,nf_119_I_1,LINE/I
1836,CG8297,bug,bunker,nf_119_I_1,LINE/I
1837,CG8295,mlf,Myelodysplasia/myeloid leukemia,nf_119_I_1,LINE/I
1838,CG8085,rn-tre,Related to the N terminus of tre,nf_119_I_1,LINE/I
1839,CG6701,cg6701,,nf_47_GYPSY_1,LTR/GYPSY
1840,CG18568,cg18568,,nf_47_GYPSY_1,LTR/GYPSY
1841,CG6704,st4,Sulfotransferase,nf_47_GYPSY_1,LTR/GYPSY
1842,CG13348,phers-m,Phenylalanyl-tRNA synthetase%2C,nf_47_GYPSY_1,LTR/GYPSY
1843,CG6692,ctsl1,Cathepsin,nf_47_GYPSY_1,LTR/GYPSY
1844,CG42806,cg42806,,nf_47_GYPSY_1,LTR/GYPSY
1845,CG30445,tdc1,Tyrosine decarboxylase,nf_23_HELITRON_1,DNA/RC
1846,CR44164,lncrna:cr44164,long non-coding,nf_23_HELITRON_1,DNA/RC
1847,CG15909,cg15909,,nf_23_HELITRON_1,DNA/RC
1848,CG30446,tdc2,Tyrosine decarboxylase,nf_23_HELITRON_1,DNA/RC
1849,CG3403,mob4,MOB kinase activator,nf_10_TIR_1,DNA/DNA
1850,CG3269,rab2,,nf_10_TIR_1,DNA/DNA
1851,CG9436,cg9436,,nf_69_LINE_1,LINE/R1
1852,CR44166,lncrna:cr44166,long non-coding,nf_57_LTR_1,LTR/BELPAO
1853,CG9445,cg9445,,nf_57_LTR_1,LTR/BELPAO
1854,CG15236,cg15236,,nf_57_LTR_1,LTR/BELPAO
1855,CR43502,mir-4976,mir-4976 stem,nf_57_LTR_1,LTR/BELPAO
1856,CG9446,coro,,nf_10_TIR_1,DNA/DNA
1857,CG9447,cg9447,,nf_328_P_1,DNA/P
1858,CR44169,asrna:cr44169,antisense,nf_328_P_1,DNA/P
1859,CG9453,spn42da,Serpin,nf_328_P_1,DNA/P
1860,CG9455,spn42dc,Serpin,nf_23_HELITRON_1,DNA/RC
1861,CG9456,spn42dd,Serpin,nf_23_HELITRON_1,DNA/RC
1862,CG9460,spn42de,Serpin,nf_138_GYPSY_1,LTR/GYPSY
1863,CG3567,cyp6u1,Cytochrome P450,nf_10_TIR_1,DNA/DNA
1864,CG30157,ufsp1,UFM1 specific peptidase,nf_10_TIR_1,DNA/DNA
1865,CG12847,tsp42ec,Tetraspanin,nf_26_COPIA_1,LTR/COPIA
1866,CG6751,nclb,no child left,nf_164_MITE_1,DNA/MITE
1867,CG7704,taf5,TBP-associated factor,nf_25_CR1_1,LINE/CR1
1868,CG11919,pex6,Peroxin,nf_169_LINE_1,LINE/JOCKEY
1869,CG18003,hao,Hydroxyacid,nf_169_LINE_1,LINE/JOCKEY
1870,CG18004,cg18004,,nf_281_TIR_1,DNA/TC1MARINER
1871,CR42957,mir-1008,mir-1008 stem,nf_281_TIR_1,DNA/TC1MARINER
1872,CG30020,cg30020,,nf_281_TIR_1,DNA/TC1MARINER
1873,CG12942,cg12942,,nf_281_TIR_1,DNA/TC1MARINER
1874,CG30377,cg30377,,nf_10_TIR_1,DNA/DNA
1875,CG46385,cg46385,,nf_23_HELITRON_1,DNA/RC
1876,CG2331,ter94,Transitional endoplasmic reticulum,nf_143_GYPSY_2,LTR/GYPSY
1877,CR45324,lncrna:cr45324,long non-coding,nf_143_GYPSY_2,LTR/GYPSY
1878,CG44252,fatp2,Fatty acid transport protein,nf_23_HELITRON_1,DNA/RC
1879,CG44253,cg44253,,nf_196_TIR_1,DNA/HAT
1880,CG2956,twi,,nf_80_I_1,LINE/I
1881,CG42741,cg42741,,nf_80_I_1,LINE/I
1882,CG9896,cg9896,,nf_65_GYPSY_1,LTR/GYPSY
1883,CG32834,cg32834,,nf_185_TIR_2,DNA/DNA
1884,CG3788,cg3788,,nf_372_PIFHARBINGER_1,DNA/PIFHARBINGER
1885,CG42678,reepa,Receptor expression enhancing protein,nf_372_PIFHARBINGER_1,DNA/PIFHARBINGER
1886,CG3820,nup214,Nucleoporin,nf_372_PIFHARBINGER_1,DNA/PIFHARBINGER
1887,CG30183,cg30183,,nf_23_HELITRON_1,DNA/RC
1888,CG5472,pal2,Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase,nf_23_HELITRON_1,DNA/RC
1889,CG44167,st3,Sulfotransferase,nf_23_HELITRON_1,DNA/RC
1890,CG4533,l(2)efl,lethal (2) essential for,nf_23_HELITRON_1,DNA/RC
1891,CG5428,st1,Sulfotransferase,nf_23_HELITRON_1,DNA/RC
1892,CG45019,pde8,Phosphodiesterase,nf_23_HELITRON_1,DNA/RC
1893,CG5403,retn,,nf_11_MAVERICK_1,DNA/Maverick
1894,CR43794,lncrna:cr43794,long non-coding,nf_381_TIR_1,DNA/DNA
1895,CG13558,cg13558,,nf_381_TIR_1,DNA/DNA
1896,CG43795,cg43795,,nf_10_TIR_1,DNA/DNA
1897,CR43793,lncrna:cr43793,long non-coding,nf_381_TIR_1,DNA/DNA
1898,CR43792,lncrna:cr43792,long non-coding,nf_381_TIR_1,DNA/DNA
1899,CG3569,or59b,Odorant receptor,nf_274_GYPSY_1,LTR/GYPSY
1900,CG9820,or59a,Odorant receptor,nf_81_I_1,LINE/I
1901,CG9815,cg9815,,nf_23_HELITRON_1,DNA/RC
1902,CG13550,ice1,Interacts with the C terminus of ELL,nf_47_GYPSY_1,LTR/GYPSY
1903,CG3493,golgin245,,nf_47_GYPSY_1,LTR/GYPSY
1904,CG13551,cg13551,,nf_143_GYPSY_2,LTR/GYPSY
1905,CG9889,yellow-d,,nf_47_GYPSY_1,LTR/GYPSY
1906,CG9891,yellow-d2,,nf_205_CR1_1,LINE/CR1
1907,CG42310,prom,,nf_105_PIFHARBINGER_1,DNA/PIFHARBINGER
1908,CG42383,cg42383,,nf_105_PIFHARBINGER_1,DNA/PIFHARBINGER
1909,CG15873,cg15873,,nf_105_PIFHARBINGER_1,DNA/PIFHARBINGER
1910,CG15874,pgam5-2,Phosphoglycerate mutase,nf_23_HELITRON_1,DNA/RC
1911,CG4563,cg4563,,nf_381_TIR_1,DNA/DNA
1912,CG3492,cg3492,,nf_381_TIR_1,DNA/DNA
1913,CG3494,cg3494,,nf_381_TIR_1,DNA/DNA
1914,CG13579,cg13579,,nf_381_TIR_1,DNA/DNA
1915,CG3541,pio,,nf_378_TIR_1,DNA/DNA
1916,CG13587,cg13587,,nf_378_TIR_1,DNA/DNA
1917,CG4692,atpsynf,ATP synthase%2C subunit,nf_378_TIR_1,DNA/DNA
1918,CG3548,cg3548,,nf_378_TIR_1,DNA/DNA
1919,CG3570,samtor,S-adenosylmethionine sensor upstream of,nf_378_TIR_1,DNA/DNA
1920,CG4707,cg4707,,nf_378_TIR_1,DNA/DNA
1921,CG4741,cg4741,,nf_23_HELITRON_1,DNA/RC
1922,CG3608,adck1,aarF domain containing kinase,nf_23_HELITRON_1,DNA/RC
1923,CR43787,asrna:cr43787,antisense,nf_26_COPIA_1,LTR/COPIA
1924,CG3616,cyp9c1,Cytochrome P450,nf_26_COPIA_1,LTR/COPIA
1925,CG4859,mmp1,Matrix metalloproteinase,nf_85_I_1,LINE/I
